,DaysFromStart,Score,k_cat,a,b,c,d,e,f
0,1,88253.23405,e,0,0,0,0,1,0
1,1,88253.23405,e,0,0,0,0,1,0
2,7,76985.22778,d,0,0,0,1,0,0
3,8,80306.0647,d,0,0,0,1,0,0
4,8,43404.98491,b,0,1,0,0,0,0
5,8,59443.03502999999,c,0,0,1,0,0,0
6,8,48874.5253,b,0,1,0,0,0,0
7,8,67622.61575,d,0,0,0,1,0,0
8,8,57095.904720000006,c,0,0,1,0,0,0
9,8,44580.701030000004,b,0,1,0,0,0,0
10,8,44135.81307,b,0,1,0,0,0,0
11,8,58703.38407000001,c,0,0,1,0,0,0
12,8,48912.150369999996,b,0,1,0,0,0,0
13,8,48874.5253,b,0,1,0,0,0,0
14,8,48874.5253,b,0,1,0,0,0,0
15,8,48874.5253,b,0,1,0,0,0,0
16,8,46601.36953,b,0,1,0,0,0,0
17,8,43400.30266,b,0,1,0,0,0,0
18,8,48874.5253,b,0,1,0,0,0,0
19,8,41871.89955,b,0,1,0,0,0,0
20,9,44413.02283,b,0,1,0,0,0,0
21,9,45860.37842,b,0,1,0,0,0,0
22,9,80968.81409,d,0,0,0,1,0,0
23,9,62472.63235,c,0,0,1,0,0,0
24,9,37384.36685,a,1,0,0,0,0,0
25,9,36887.5161,a,1,0,0,0,0,0
26,9,36650.79337,a,1,0,0,0,0,0
27,9,100232.28546,e,0,0,0,0,1,0
28,9,51975.08053,c,0,0,1,0,0,0
29,9,67952.58634,d,0,0,0,1,0,0
30,9,58872.734529999994,c,0,0,1,0,0,0
31,9,76747.2332,d,0,0,0,1,0,0
32,9,67674.59413,d,0,0,0,1,0,0
33,9,94185.44134,e,0,0,0,0,1,0
34,9,94185.44134,e,0,0,0,0,1,0
35,9,94185.44134,e,0,0,0,0,1,0
36,9,94185.44134,e,0,0,0,0,1,0
37,9,47969.17789,b,0,1,0,0,0,0
38,9,94185.44134,e,0,0,0,0,1,0
39,9,76747.2332,d,0,0,0,1,0,0
40,9,94185.44134,e,0,0,0,0,1,0
41,9,94185.44134,e,0,0,0,0,1,0
42,9,67951.52113,d,0,0,0,1,0,0
43,9,94185.44134,e,0,0,0,0,1,0
44,9,57081.220629999996,c,0,0,1,0,0,0
45,9,53546.23822,c,0,0,1,0,0,0
46,9,56116.939770000005,c,0,0,1,0,0,0
47,9,83686.68485,d,0,0,0,1,0,0
48,9,47807.32033,b,0,1,0,0,0,0
49,9,95691.07724,e,0,0,0,0,1,0
50,9,56659.38059,c,0,0,1,0,0,0
51,9,53403.16576,c,0,0,1,0,0,0
52,9,47708.22769,b,0,1,0,0,0,0
53,9,58661.39661,c,0,0,1,0,0,0
54,9,54957.960020000006,c,0,0,1,0,0,0
55,9,42788.43551,b,0,1,0,0,0,0
56,10,43819.140419999996,b,0,1,0,0,0,0
57,10,50765.337569999996,c,0,0,1,0,0,0
58,10,42115.06864,b,0,1,0,0,0,0
59,10,45847.04489,b,0,1,0,0,0,0
60,10,39778.84711,b,0,1,0,0,0,0
61,10,38851.16046,a,1,0,0,0,0,0
62,10,38215.17248,a,1,0,0,0,0,0
63,10,43302.19717,b,0,1,0,0,0,0
64,10,44955.23546,b,0,1,0,0,0,0
65,10,35693.832839999995,a,1,0,0,0,0,0
66,10,44685.27688,b,0,1,0,0,0,0
67,10,42302.23763,b,0,1,0,0,0,0
68,10,35830.86602,a,1,0,0,0,0,0
69,10,47327.434,b,0,1,0,0,0,0
70,10,56647.217070000006,c,0,0,1,0,0,0
71,10,49446.49419,b,0,1,0,0,0,0
72,10,35414.9583,a,1,0,0,0,0,0
73,10,48873.55059,b,0,1,0,0,0,0
74,10,41512.664939999995,b,0,1,0,0,0,0
76,10,41471.540839999994,b,0,1,0,0,0,0
77,10,47005.5396,b,0,1,0,0,0,0
78,10,94185.44134,e,0,0,0,0,1,0
79,10,94185.44134,e,0,0,0,0,1,0
80,10,94185.44134,e,0,0,0,0,1,0
81,10,37754.10588,a,1,0,0,0,0,0
82,10,42672.46422,b,0,1,0,0,0,0
84,11,42356.35773,b,0,1,0,0,0,0
85,11,37261.554110000005,a,1,0,0,0,0,0
86,11,54111.7388,c,0,0,1,0,0,0
87,11,44947.69838,b,0,1,0,0,0,0
88,11,39343.829260000006,a,1,0,0,0,0,0
89,11,38678.54064,a,1,0,0,0,0,0
90,11,51770.728689999996,c,0,0,1,0,0,0
91,11,38159.87221,a,1,0,0,0,0,0
92,11,32009.965930000002,a,1,0,0,0,0,0
93,11,44174.88314,b,0,1,0,0,0,0
94,11,40863.06269,b,0,1,0,0,0,0
95,11,40167.74706,b,0,1,0,0,0,0
96,11,36021.07413,a,1,0,0,0,0,0
97,12,38659.38472,a,1,0,0,0,0,0
98,12,36616.719430000005,a,1,0,0,0,0,0
99,12,37745.59697,a,1,0,0,0,0,0
100,12,37100.325280000005,a,1,0,0,0,0,0
101,12,36982.102360000004,a,1,0,0,0,0,0
102,12,31276.20062,a,1,0,0,0,0,0
103,12,41951.68315,b,0,1,0,0,0,0
104,12,36371.44662,a,1,0,0,0,0,0
105,12,41719.12496,b,0,1,0,0,0,0
106,12,37499.10784,a,1,0,0,0,0,0
107,12,37101.76364,a,1,0,0,0,0,0
108,12,36887.7566,a,1,0,0,0,0,0
109,12,36202.44049,a,1,0,0,0,0,0
110,12,41643.84171,b,0,1,0,0,0,0
111,12,39204.465339999995,a,1,0,0,0,0,0
112,12,44754.39859,b,0,1,0,0,0,0
113,12,164495.16172,f,0,0,0,0,0,1
114,12,43841.77121,b,0,1,0,0,0,0
115,12,38732.01883,a,1,0,0,0,0,0
116,12,35972.08893,a,1,0,0,0,0,0
117,12,38592.11978,a,1,0,0,0,0,0
118,12,41389.20179,b,0,1,0,0,0,0
119,12,40503.67058,b,0,1,0,0,0,0
120,12,39249.91391,a,1,0,0,0,0,0
121,12,35803.82753,a,1,0,0,0,0,0
122,12,42435.294239999996,b,0,1,0,0,0,0
123,12,45984.3592,b,0,1,0,0,0,0
124,13,60316.80602,c,0,0,1,0,0,0
125,13,43262.66104,b,0,1,0,0,0,0
126,13,38960.859560000004,a,1,0,0,0,0,0
127,13,35262.044369999996,a,1,0,0,0,0,0
128,13,33438.19458,a,1,0,0,0,0,0
129,13,35893.6171,a,1,0,0,0,0,0
130,13,38857.86986,a,1,0,0,0,0,0
131,13,35451.19961,a,1,0,0,0,0,0
132,13,35831.24219,a,1,0,0,0,0,0
133,13,46662.02678,b,0,1,0,0,0,0
134,13,47726.70995,b,0,1,0,0,0,0
135,13,37184.16337,a,1,0,0,0,0,0
136,13,34943.0172,a,1,0,0,0,0,0
137,13,33599.583,a,1,0,0,0,0,0
138,13,32907.34457,a,1,0,0,0,0,0
139,13,32795.75518,a,1,0,0,0,0,0
140,13,32326.8542,a,1,0,0,0,0,0
141,13,45100.77648,b,0,1,0,0,0,0
142,13,41027.37485,b,0,1,0,0,0,0
143,13,45016.40516,b,0,1,0,0,0,0
144,13,35100.470219999996,a,1,0,0,0,0,0
145,13,42054.40214,b,0,1,0,0,0,0
146,13,38985.68879,a,1,0,0,0,0,0
147,13,45659.42995,b,0,1,0,0,0,0
148,13,46499.4917,b,0,1,0,0,0,0
149,13,44256.91789,b,0,1,0,0,0,0
150,13,36414.37844,a,1,0,0,0,0,0
151,13,42311.67194,b,0,1,0,0,0,0
152,13,35286.08154,a,1,0,0,0,0,0
153,13,34595.27894,a,1,0,0,0,0,0
154,13,63284.61165,c,0,0,1,0,0,0
155,13,88271.99206,e,0,0,0,0,1,0
156,13,88271.99206,e,0,0,0,0,1,0
157,13,44555.501639999995,b,0,1,0,0,0,0
158,13,37179.74394,a,1,0,0,0,0,0
160,13,47151.61941,b,0,1,0,0,0,0
161,13,46429.87477,b,0,1,0,0,0,0
162,13,46768.55379,b,0,1,0,0,0,0
163,13,33495.95854,a,1,0,0,0,0,0
166,13,47662.88204,b,0,1,0,0,0,0
167,13,37094.43623,a,1,0,0,0,0,0
168,13,44066.35497,b,0,1,0,0,0,0
169,13,37520.287260000005,a,1,0,0,0,0,0
170,13,41728.14936,b,0,1,0,0,0,0
171,13,36577.27937,a,1,0,0,0,0,0
172,13,88253.31942999999,e,0,0,0,0,1,0
173,13,41505.3412,b,0,1,0,0,0,0
174,13,37445.9848,a,1,0,0,0,0,0
175,13,34119.08911,a,1,0,0,0,0,0
176,13,32747.59761,a,1,0,0,0,0,0
177,13,30855.557910000003,a,1,0,0,0,0,0
178,13,34868.572830000005,a,1,0,0,0,0,0
179,13,54918.0115,c,0,0,1,0,0,0
180,13,85612.60811,e,0,0,0,0,1,0
181,13,39799.96432,b,0,1,0,0,0,0
182,13,94185.44134,e,0,0,0,0,1,0
183,13,41384.56168,b,0,1,0,0,0,0
184,13,34767.38766,a,1,0,0,0,0,0
185,13,40804.35525,b,0,1,0,0,0,0
186,14,40730.88045,b,0,1,0,0,0,0
187,14,40003.74775,b,0,1,0,0,0,0
188,14,48364.17778,b,0,1,0,0,0,0
189,14,39199.8369,a,1,0,0,0,0,0
190,14,38406.86812,a,1,0,0,0,0,0
191,14,31291.43622,a,1,0,0,0,0,0
192,14,30945.74105,a,1,0,0,0,0,0
193,14,29394.23886,a,1,0,0,0,0,0
194,14,28372.20599,a,1,0,0,0,0,0
195,14,47542.40137,b,0,1,0,0,0,0
196,14,34835.650630000004,a,1,0,0,0,0,0
197,14,36816.85237,a,1,0,0,0,0,0
198,14,30942.068160000003,a,1,0,0,0,0,0
199,14,36367.148519999995,a,1,0,0,0,0,0
200,14,30880.691319999998,a,1,0,0,0,0,0
201,14,33660.11748,a,1,0,0,0,0,0
202,14,29803.50092,a,1,0,0,0,0,0
203,14,39917.97264,b,0,1,0,0,0,0
204,14,36498.50851,a,1,0,0,0,0,0
205,14,39789.97728,b,0,1,0,0,0,0
206,14,39153.3577,a,1,0,0,0,0,0
207,14,29507.106260000004,a,1,0,0,0,0,0
208,14,29587.335710000003,a,1,0,0,0,0,0
209,14,31250.17783,a,1,0,0,0,0,0
210,14,30900.420769999997,a,1,0,0,0,0,0
211,14,37709.74422,a,1,0,0,0,0,0
212,14,27824.51265,a,1,0,0,0,0,0
213,14,42648.6039,b,0,1,0,0,0,0
214,14,42301.54358,b,0,1,0,0,0,0
215,14,41301.28982,b,0,1,0,0,0,0
216,14,43690.16504,b,0,1,0,0,0,0
217,14,54887.88756,c,0,0,1,0,0,0
218,14,37080.45896,a,1,0,0,0,0,0
219,14,51623.19149,c,0,0,1,0,0,0
220,14,43848.141,b,0,1,0,0,0,0
221,14,42531.38416,b,0,1,0,0,0,0
222,14,44039.149919999996,b,0,1,0,0,0,0
223,14,35241.28026,a,1,0,0,0,0,0
224,14,28918.96967,a,1,0,0,0,0,0
225,14,55116.15827000001,c,0,0,1,0,0,0
226,14,40083.227810000004,b,0,1,0,0,0,0
227,14,42246.301889999995,b,0,1,0,0,0,0
228,14,44857.54768,b,0,1,0,0,0,0
229,14,40033.85088,b,0,1,0,0,0,0
230,14,31359.985160000004,a,1,0,0,0,0,0
231,14,33441.62082,a,1,0,0,0,0,0
232,14,33923.58652,a,1,0,0,0,0,0
233,14,60866.48599,c,0,0,1,0,0,0
235,14,45683.77052,b,0,1,0,0,0,0
236,14,83490.42509,d,0,0,0,1,0,0
237,14,44491.32071,b,0,1,0,0,0,0
238,14,38374.39692,a,1,0,0,0,0,0
239,14,34798.38988,a,1,0,0,0,0,0
240,14,41855.03551,b,0,1,0,0,0,0
241,14,36555.84074,a,1,0,0,0,0,0
242,14,44592.167839999995,b,0,1,0,0,0,0
243,14,35212.21171,a,1,0,0,0,0,0
244,14,54918.0115,c,0,0,1,0,0,0
245,14,39448.151139999994,a,1,0,0,0,0,0
246,14,44576.39991,b,0,1,0,0,0,0
247,14,54918.0115,c,0,0,1,0,0,0
248,14,112083.61860999999,e,0,0,0,0,1,0
249,14,44557.40202,b,0,1,0,0,0,0
250,14,42711.71936,b,0,1,0,0,0,0
251,14,44505.43764,b,0,1,0,0,0,0
252,14,31160.446210000002,a,1,0,0,0,0,0
253,14,49267.58973,b,0,1,0,0,0,0
254,14,41257.77207,b,0,1,0,0,0,0
255,14,38025.83734,a,1,0,0,0,0,0
256,14,38111.75614,a,1,0,0,0,0,0
257,14,39851.05685,b,0,1,0,0,0,0
258,14,45276.77818,b,0,1,0,0,0,0
259,14,27683.2592,a,1,0,0,0,0,0
